product_id,seller_id,category,product_name,maintenance_rate,commission_rate,weight,created_at
P000060,S0004,Beauty,Sunscreen,0.0,0.12,0.37,2022-01-13
P000065,S0004,Beauty,Shampoo,0.0,0.12,0.28,2022-01-13
P000064,S0004,Home,Table,0.0,0.08,10.48,2022-01-13
P000113,S0006,Groceries,Sugar,0.0,0.03,2.12,2022-01-14
P000116,S0006,Groceries,Coffee,0.0,0.03,1.2,2022-01-14
P000124,S0006,Groceries,Sugar,0.0,0.03,2.18,2022-01-14
P000115,S0006,Groceries,Tea,0.0,0.03,0.84,2022-01-14
P000117,S0006,Groceries,Vegetables,0.0,0.03,1.08,2022-01-14
P000112,S0005,Groceries,Cooking Oil,0.0,0.03,4.1,2022-01-14
P000118,S0006,Groceries,Fruits,0.0,0.03,1.01,2022-01-14
P000114,S0006,Groceries,Vegetables,0.0,0.03,0.81,2022-01-14
P000111,S0005,Groceries,Eggs,0.0,0.03,0.72,2022-01-14
P000119,S0006,Groceries,Bread,0.0,0.03,0.44,2022-01-14
P000120,S0006,Groceries,Vegetables,0.0,0.03,1.99,2022-01-14
P000121,S0006,Groceries,Coffee,0.0,0.03,0.65,2022-01-14
P000126,S0006,Groceries,Sugar,0.0,0.03,1.41,2022-01-14
P000122,S0006,Groceries,Cooking Oil,0.0,0.03,4.8,2022-01-14
P000128,S0006,Groceries,Milk,0.0,0.03,1.1,2022-01-14
P000130,S0006,Groceries,Vegetables,0.0,0.03,1.29,2022-01-14
P000131,S0006,Groceries,Fruits,0.0,0.03,1.84,2022-01-14
P000132,S0006,Groceries,Rice,0.0,0.03,3.44,2022-01-14
P000133,S0006,Groceries,Bread,0.0,0.03,0.41,2022-01-14
P000134,S0006,Groceries,Eggs,0.0,0.03,0.5,2022-01-14
P000109,S0005,Groceries,Tea,0.0,0.03,0.26,2022-01-14
P000135,S0006,Groceries,Bread,0.0,0.03,0.43,2022-01-14
P000136,S0006,Groceries,Bread,0.0,0.03,0.94,2022-01-14
P000137,S0006,Groceries,Bread,0.0,0.03,0.54,2022-01-14
P000138,S0006,Groceries,Sugar,0.0,0.03,1.29,2022-01-14
P000139,S0006,Groceries,Coffee,0.0,0.03,0.99,2022-01-14
P000140,S0006,Groceries,Coffee,0.0,0.03,1.1,2022-01-14
P000127,S0006,Groceries,Tea,0.0,0.03,0.35,2022-01-14
P000108,S0005,Groceries,Milk,0.0,0.03,1.69,2022-01-14
P000103,S0005,Groceries,Eggs,0.0,0.03,0.74,2022-01-14
P000093,S0005,Groceries,Rice,0.0,0.03,4.43,2022-01-14
P000089,S0005,Groceries,Cooking Oil,0.0,0.03,2.94,2022-01-14
P000092,S0005,Groceries,Tea,0.0,0.03,0.63,2022-01-14
P000088,S0005,Groceries,Fruits,0.0,0.03,1.01,2022-01-14
P000087,S0005,Groceries,Sugar,0.0,0.03,4.32,2022-01-14
P000094,S0005,Groceries,Tea,0.0,0.03,0.44,2022-01-14
P000095,S0005,Groceries,Sugar,0.0,0.03,2.95,2022-01-14
P000091,S0005,Groceries,Bread,0.0,0.03,0.51,2022-01-14
P000098,S0005,Groceries,Fruits,0.0,0.03,0.53,2022-01-14
P000097,S0005,Groceries,Vegetables,0.0,0.03,1.27,2022-01-14
P000100,S0005,Groceries,Sugar,0.0,0.03,4.34,2022-01-14
P000101,S0005,Groceries,Tea,0.0,0.03,0.38,2022-01-14
P000102,S0005,Groceries,Rice,0.0,0.03,4.8,2022-01-14
P000104,S0005,Groceries,Coffee,0.0,0.03,1.58,2022-01-14
P000105,S0005,Groceries,Milk,0.0,0.03,1.67,2022-01-14
P000099,S0005,Groceries,Tea,0.0,0.03,0.81,2022-01-14
P000090,S0005,Groceries,Bread,0.0,0.03,0.42,2022-01-14
P000168,S0007,Electronics,Laptop,0.0,0.05,1.35,2022-01-20
P000195,S0008,Beauty,Moisturizer,0.0,0.12,0.45,2022-01-20
P000186,S0008,Beauty,Face Mask,0.0,0.12,0.29,2022-01-20
P000196,S0008,Beauty,Foundation,0.0,0.12,0.14,2022-01-20
P000175,S0008,Beauty,Nail Polish,0.0,0.12,0.06,2022-01-20
P000162,S0007,Electronics,Bluetooth Speaker,0.0,0.05,1.98,2022-01-20
P000161,S0007,Electronics,Bluetooth Speaker,0.0,0.05,0.57,2022-01-20
P000185,S0008,Beauty,Face Mask,0.0,0.12,0.29,2022-01-20
P000159,S0007,Electronics,Power Bank,0.0,0.05,0.36,2022-01-20
P000158,S0007,Electronics,Smartwatch,0.0,0.05,0.18,2022-01-20
P000157,S0007,Electronics,Bluetooth Speaker,0.0,0.05,1.01,2022-01-20
P000165,S0007,Electronics,Tablet,0.0,0.05,0.52,2022-01-20
P000184,S0008,Beauty,Nail Polish,0.0,0.12,0.08,2022-01-20
P000194,S0008,Beauty,Nail Polish,0.0,0.12,0.07,2022-01-20
P000182,S0008,Beauty,Lipstick,0.0,0.12,0.08,2022-01-20
P000191,S0008,Beauty,Moisturizer,0.0,0.12,0.39,2022-01-20
P000180,S0008,Beauty,Shampoo,0.0,0.12,0.38,2022-01-20
P000179,S0008,Beauty,Lipstick,0.0,0.12,0.1,2022-01-20
P000193,S0008,Beauty,Shampoo,0.0,0.12,0.47,2022-01-20
P000176,S0008,Beauty,Eyeliner,0.0,0.12,0.08,2022-01-20
P000171,S0008,Beauty,Foundation,0.0,0.12,0.17,2022-01-20
P000172,S0008,Beauty,Perfume,0.0,0.12,0.25,2022-01-20
P000173,S0008,Beauty,Shampoo,0.0,0.12,0.35,2022-01-20
P000177,S0008,Beauty,Face Mask,0.0,0.12,0.12,2022-01-20
P000155,S0007,Electronics,Power Bank,0.0,0.05,0.49,2022-01-20
P000174,S0008,Beauty,Face Mask,0.0,0.12,0.15,2022-01-20
P000183,S0008,Beauty,Eyeliner,0.0,0.12,0.06,2022-01-20
P000154,S0007,Electronics,Tablet,0.0,0.05,0.65,2022-01-20
P000169,S0008,Beauty,Eyeliner,0.0,0.12,0.1,2022-01-20
P000188,S0008,Beauty,Conditioner,0.0,0.12,0.36,2022-01-04
P000151,S0007,Electronics,Power Bank,0.0,0.05,0.46,2022-01-20
P000150,S0007,Electronics,Power Bank,0.0,0.05,0.43,2022-01-20
P000189,S0008,Beauty,Sunscreen,0.0,0.12,0.31,2022-01-20
P000149,S0007,Electronics,Bluetooth Speaker,0.0,0.05,0.58,2022-01-20
P000147,S0007,Electronics,Gaming Mouse,0.0,0.05,0.21,2022-01-20
P000146,S0007,Electronics,Tablet,0.0,0.05,0.6,2022-01-20
P000145,S0007,Electronics,Laptop,0.0,0.05,1.71,2022-01-20
P000152,S0007,Electronics,Headphones,0.0,0.05,0.41,2022-01-20
P000141,S0007,Electronics,Camera,0.0,0.05,0.92,2022-01-20
P000144,S0007,Electronics,Smartwatch,0.0,0.05,0.12,2022-01-20
P000142,S0007,Electronics,Monitor,0.0,0.05,4.76,2022-01-20
P000143,S0007,Electronics,Monitor,0.0,0.05,3.12,2022-01-20
P000215,S0009,Fashion,Jeans,0.0,0.1,0.35,2022-01-21
P000216,S0009,Fashion,Hat,0.0,0.1,0.26,2022-01-21
P000218,S0009,Fashion,Socks,0.0,0.1,0.18,2022-01-21
P000214,S0009,Fashion,Hat,0.0,0.1,0.23,2022-01-21
P000220,S0009,Fashion,Jeans,0.0,0.1,0.48,2022-01-21
P000222,S0009,Fashion,T-Shirt,0.0,0.1,0.22,2022-01-21
P000223,S0009,Fashion,Dress,0.0,0.1,0.65,2022-01-21
P000224,S0009,Fashion,Sneakers,0.0,0.1,1.03,2022-01-21
P000217,S0009,Fashion,Hat,0.0,0.1,0.23,2022-01-21
P000213,S0009,Fashion,Hat,0.0,0.1,0.27,2022-01-21
P000205,S0009,Fashion,Jeans,0.0,0.1,0.54,2022-01-21
P000211,S0009,Fashion,Handbag,0.0,0.1,1.01,2022-01-21
P000210,S0009,Fashion,Scarf,0.0,0.1,0.21,2022-01-21
P000209,S0009,Fashion,Jeans,0.0,0.1,0.46,2022-01-21
P000208,S0009,Fashion,Socks,0.0,0.1,0.11,2022-01-21
P000199,S0009,Fashion,Scarf,0.0,0.1,0.29,2022-01-21
P000201,S0009,Fashion,Jacket,0.0,0.1,0.46,2022-01-21
P000202,S0009,Fashion,Sneakers,0.0,0.1,1.2,2022-01-21
P000203,S0009,Fashion,T-Shirt,0.0,0.1,0.13,2022-01-21
P000206,S0009,Fashion,Belt,0.0,0.1,0.14,2022-01-21
P000204,S0009,Fashion,T-Shirt,0.0,0.1,0.13,2022-01-21
P000212,S0009,Fashion,Belt,0.0,0.1,0.24,2022-01-21
P000207,S0009,Fashion,Belt,0.0,0.1,0.16,2022-01-21
P000219,S0009,Fashion,Hat,0.0,0.1,0.12,2022-01-21
P000148,S0007,Electronics,Bluetooth Speaker,0.0,0.05,1.8,2022-01-21
P003922,S0003,Fashion,T-Shirt,0.005,0.1,0.12,2022-01-25
P000236,S0010,Fashion,Socks,0.0,0.1,0.09,2022-01-27
P000252,S0010,Fashion,Hat,0.0,0.1,0.28,2022-01-27
P000225,S0010,Fashion,Jeans,0.0,0.1,0.67,2022-01-27
P000226,S0010,Fashion,Hat,0.0,0.1,0.16,2022-01-27
P000227,S0010,Fashion,T-Shirt,0.0,0.1,0.13,2022-01-27
P000228,S0010,Fashion,Handbag,0.0,0.1,1.16,2022-01-27
P000229,S0010,Fashion,Belt,0.0,0.1,0.12,2022-01-27
P000230,S0010,Fashion,Handbag,0.0,0.1,1.03,2022-01-27
P000231,S0010,Fashion,T-Shirt,0.0,0.1,0.1,2022-01-27
P000232,S0010,Fashion,Dress,0.0,0.1,0.44,2022-01-27
P000235,S0010,Fashion,Jeans,0.0,0.1,0.73,2022-01-27
P000249,S0010,Fashion,Jacket,0.0,0.1,0.46,2022-01-27
P000237,S0010,Fashion,Scarf,0.0,0.1,0.19,2022-01-27
P000238,S0010,Fashion,Jeans,0.0,0.1,0.42,2022-01-27
P000239,S0010,Fashion,Dress,0.0,0.1,0.67,2022-01-27
P000240,S0010,Fashion,Jeans,0.0,0.1,0.57,2022-01-27
P000241,S0010,Fashion,Sneakers,0.0,0.1,0.89,2022-01-27
P000242,S0010,Fashion,Jeans,0.0,0.1,0.39,2022-01-27
P000244,S0010,Fashion,Hat,0.0,0.1,0.27,2022-01-27
P000233,S0010,Fashion,Sneakers,0.0,0.1,0.95,2022-01-27
P000245,S0010,Fashion,Handbag,0.0,0.1,1.13,2022-01-27
P000246,S0010,Fashion,Jeans,0.0,0.1,0.46,2022-01-27
P000164,S0007,Electronics,Power Bank,0.0,0.05,0.23,2022-01-28
P000256,S0011,Beauty,Moisturizer,0.0,0.12,0.29,2022-02-01
P000276,S0011,Beauty,Eyeliner,0.0,0.12,0.06,2022-02-01
P000279,S0011,Beauty,Perfume,0.0,0.12,0.29,2022-02-01
P000274,S0011,Beauty,Perfume,0.0,0.12,0.43,2022-02-01
P000273,S0011,Beauty,Foundation,0.0,0.12,0.26,2022-02-01
P000280,S0011,Beauty,Perfume,0.0,0.12,0.4,2022-02-01
P000272,S0011,Beauty,Foundation,0.0,0.12,0.14,2022-02-01
P000271,S0011,Beauty,Eyeliner,0.0,0.12,0.05,2022-02-01
P000261,S0011,Beauty,Sunscreen,0.0,0.12,0.24,2022-02-01
P000269,S0011,Beauty,Moisturizer,0.0,0.12,0.43,2022-02-01
P000268,S0011,Beauty,Nail Polish,0.0,0.12,0.1,2022-02-01
P000277,S0011,Beauty,Eyeliner,0.0,0.12,0.08,2022-02-01
P000267,S0011,Beauty,Sunscreen,0.0,0.12,0.24,2022-02-01
P000264,S0011,Beauty,Shampoo,0.0,0.12,0.36,2022-02-01
P000253,S0011,Beauty,Foundation,0.0,0.12,0.11,2022-02-01
P000254,S0011,Beauty,Sunscreen,0.0,0.12,0.46,2022-02-01
P000263,S0011,Beauty,Shampoo,0.0,0.12,0.49,2022-02-01
P000255,S0011,Beauty,Foundation,0.0,0.12,0.16,2022-02-01
P000262,S0011,Beauty,Sunscreen,0.0,0.12,0.44,2022-02-01
P000257,S0011,Beauty,Nail Polish,0.0,0.12,0.05,2022-02-01
P000258,S0011,Beauty,Conditioner,0.0,0.12,0.25,2022-02-01
P000259,S0011,Beauty,Shampoo,0.0,0.12,0.5,2022-02-01
P000266,S0011,Beauty,Eyeliner,0.0,0.12,0.08,2022-02-01
P000278,S0011,Beauty,Face Mask,0.0,0.12,0.22,2022-02-01
P000295,S0013,Beauty,Foundation,0.0,0.12,0.22,2022-02-03
P000287,S0013,Beauty,Foundation,0.0,0.12,0.29,2022-02-03
P000292,S0013,Beauty,Eyeliner,0.0,0.12,0.05,2022-02-03
P000294,S0013,Beauty,Eyeliner,0.0,0.12,0.06,2022-02-03
P000291,S0013,Beauty,Face Mask,0.0,0.12,0.17,2022-02-03
P000293,S0013,Beauty,Foundation,0.0,0.12,0.12,2022-02-03
P000288,S0013,Beauty,Conditioner,0.0,0.12,0.21,2022-02-03
P000289,S0013,Beauty,Lipstick,0.0,0.12,0.09,2022-02-03
P000307,S0013,Beauty,Perfume,0.0,0.12,0.44,2022-02-03
P000297,S0013,Beauty,Perfume,0.0,0.12,0.49,2022-02-03
P000319,S0012,Beauty,Sunscreen,0.0,0.12,0.32,2022-02-03
P000318,S0012,Groceries,Rice,0.0,0.03,4.79,2022-02-03
P000316,S0012,Beauty,Perfume,0.0,0.12,0.38,2022-02-03
P000315,S0012,Groceries,Cooking Oil,0.0,0.03,2.1,2022-02-03
P000301,S0013,Beauty,Conditioner,0.0,0.12,0.27,2022-02-03
P000313,S0012,Groceries,Rice,0.0,0.03,4.33,2022-02-03
P000320,S0012,Beauty,Conditioner,0.0,0.12,0.39,2022-02-03
P000302,S0013,Beauty,Eyeliner,0.0,0.12,0.1,2022-02-03
P000312,S0012,Beauty,Nail Polish,0.0,0.12,0.08,2022-02-03
P000286,S0013,Beauty,Face Mask,0.0,0.12,0.11,2022-01-15
P000311,S0012,Groceries,Tea,0.0,0.03,0.71,2022-02-03
P000310,S0012,Beauty,Face Mask,0.0,0.12,0.21,2022-02-03
P000304,S0013,Beauty,Moisturizer,0.0,0.12,0.24,2022-02-03
P000309,S0012,Beauty,Perfume,0.0,0.12,0.38,2022-02-03
P000303,S0013,Beauty,Shampoo,0.0,0.12,0.5,2022-02-03
P000321,S0012,Beauty,Eyeliner,0.0,0.12,0.06,2022-02-03
P000322,S0012,Beauty,Face Mask,0.0,0.12,0.19,2022-02-03
P000324,S0012,Beauty,Nail Polish,0.0,0.12,0.06,2022-02-03
P000308,S0013,Beauty,Perfume,0.0,0.12,0.27,2022-02-03
P000298,S0013,Beauty,Lipstick,0.0,0.12,0.06,2022-02-03
P000336,S0012,Beauty,Nail Polish,0.0,0.12,0.05,2022-02-03
P000335,S0012,Beauty,Nail Polish,0.0,0.12,0.1,2022-02-03
P000334,S0012,Groceries,Milk,0.0,0.03,0.69,2022-02-03
P000299,S0013,Beauty,Sunscreen,0.0,0.12,0.21,2022-02-03
P000300,S0013,Beauty,Face Mask,0.0,0.12,0.25,2022-02-03
P000333,S0012,Beauty,Face Mask,0.0,0.12,0.25,2022-02-03
P000332,S0012,Beauty,Sunscreen,0.0,0.12,0.37,2022-02-03
P000331,S0012,Beauty,Conditioner,0.0,0.12,0.42,2022-02-03
P000330,S0012,Beauty,Face Mask,0.0,0.12,0.16,2022-02-03
P000329,S0012,Beauty,Shampoo,0.0,0.12,0.26,2022-02-03
P000328,S0012,Beauty,Conditioner,0.0,0.12,0.35,2022-02-03
P000327,S0012,Groceries,Bread,0.0,0.03,0.81,2022-02-03
P000325,S0012,Beauty,Perfume,0.0,0.12,0.23,2022-02-03
P000296,S0013,Beauty,Lipstick,0.0,0.12,0.05,2022-02-03
P000285,S0013,Beauty,Face Mask,0.0,0.12,0.3,2022-02-03
P000281,S0013,Beauty,Nail Polish,0.0,0.12,0.09,2022-02-03
P000283,S0013,Beauty,Moisturizer,0.0,0.12,0.3,2022-02-03
P000284,S0013,Beauty,Foundation,0.0,0.12,0.13,2022-02-03
P000057,S0004,Fashion,Jeans,0.0,0.1,0.62,2022-02-05
P003939,S0015,Home,Chair,0.005,0.08,4.36,2022-02-09
P000357,S0014,Beauty,Nail Polish,0.0,0.12,0.06,2022-02-09
P003937,S0015,Electronics,Smartwatch,0.005,0.05,0.15,2022-02-09
P000356,S0014,Beauty,Moisturizer,0.0,0.12,0.38,2022-02-09
P000355,S0014,Beauty,Shampoo,0.0,0.12,0.45,2022-02-09
P000354,S0014,Beauty,Moisturizer,0.0,0.12,0.3,2022-02-09
P000352,S0014,Beauty,Conditioner,0.0,0.12,0.29,2022-02-09
P000351,S0014,Beauty,Face Mask,0.0,0.12,0.16,2022-02-09
P000349,S0014,Beauty,Conditioner,0.0,0.12,0.38,2022-02-09
P003952,S0015,Home,Pillow,0.005,0.08,1.98,2022-02-09
P000348,S0014,Beauty,Perfume,0.0,0.12,0.34,2022-02-09
P000346,S0014,Beauty,Face Mask,0.0,0.12,0.27,2022-02-09
P000345,S0014,Beauty,Perfume,0.0,0.12,0.32,2022-02-09
P000344,S0014,Beauty,Sunscreen,0.0,0.12,0.48,2022-02-09
P000343,S0014,Beauty,Sunscreen,0.0,0.12,0.43,2022-02-09
P000342,S0014,Beauty,Sunscreen,0.0,0.12,0.37,2022-02-09
P000341,S0014,Beauty,Lipstick,0.0,0.12,0.08,2022-02-09
P000340,S0014,Beauty,Lipstick,0.0,0.12,0.07,2022-02-09
P000339,S0014,Beauty,Nail Polish,0.0,0.12,0.09,2022-02-09
P000338,S0014,Beauty,Perfume,0.0,0.12,0.32,2022-02-09
P000358,S0014,Beauty,Face Mask,0.0,0.12,0.12,2022-02-09
P000360,S0014,Beauty,Conditioner,0.0,0.12,0.3,2022-02-09
P000361,S0014,Beauty,Sunscreen,0.0,0.12,0.27,2022-02-09
P003941,S0015,Home,Lamp,0.005,0.08,3.41,2022-02-09
P003942,S0015,Home,Chair,0.005,0.08,5.79,2022-02-09
P000363,S0014,Beauty,Face Mask,0.0,0.12,0.14,2022-02-09
P000364,S0014,Beauty,Lipstick,0.0,0.12,0.05,2022-02-09
P003949,S0015,Home,Chair,0.005,0.08,6.52,2022-02-09
P003946,S0015,Home,Vacuum Cleaner,0.005,0.08,5.31,2022-02-09
P003943,S0015,Home,Table,0.005,0.08,5.46,2022-02-09
P000337,S0014,Beauty,Perfume,0.0,0.12,0.38,2022-02-09
P000377,S0016,Electronics,Monitor,0.0,0.05,5.62,2022-02-10
P000380,S0016,Electronics,Laptop,0.0,0.05,2.02,2022-02-10
P000383,S0016,Electronics,Smartwatch,0.0,0.05,0.18,2022-02-10
P000375,S0016,Beauty,Face Mask,0.0,0.12,0.25,2022-02-10
P000374,S0016,Electronics,Smartwatch,0.0,0.05,0.14,2022-01-13
P000384,S0016,Electronics,Camera,0.0,0.05,0.99,2022-02-10
P000372,S0016,Electronics,Headphones,0.0,0.05,0.22,2022-02-10
P000369,S0016,Beauty,Moisturizer,0.0,0.12,0.32,2022-02-10
P000370,S0016,Beauty,Shampoo,0.0,0.12,0.2,2022-02-10
P000385,S0016,Electronics,Power Bank,0.0,0.05,0.21,2022-02-10
P000367,S0016,Electronics,Tablet,0.0,0.05,0.5,2022-02-10
P000366,S0016,Beauty,Shampoo,0.0,0.12,0.44,2022-02-10
P000388,S0016,Electronics,Laptop,0.0,0.05,1.27,2022-02-10
P000389,S0016,Electronics,Headphones,0.0,0.05,0.45,2022-01-04
P000390,S0016,Beauty,Nail Polish,0.0,0.12,0.07,2022-02-10
P000379,S0016,Beauty,Shampoo,0.0,0.12,0.37,2022-02-10
P000371,S0016,Electronics,Camera,0.0,0.05,0.71,2022-02-10
P000378,S0016,Electronics,Laptop,0.0,0.05,2.38,2022-02-10
P000382,S0016,Electronics,Smartphone,0.0,0.05,0.26,2022-02-10
P000381,S0016,Electronics,Power Bank,0.0,0.05,0.44,2022-02-10
P000420,S0017,Fashion,Belt,0.0,0.1,0.19,2022-02-12
P000399,S0017,Fashion,Handbag,0.0,0.1,0.55,2022-02-12
P000419,S0017,Fashion,Sneakers,0.0,0.1,1.14,2022-02-12
P000416,S0017,Fashion,Handbag,0.0,0.1,0.96,2022-02-12
P000393,S0017,Fashion,T-Shirt,0.0,0.1,0.19,2022-02-12
P000414,S0017,Fashion,Dress,0.0,0.1,0.38,2022-02-12
P000402,S0017,Fashion,Handbag,0.0,0.1,1.41,2022-02-12
P000394,S0017,Fashion,T-Shirt,0.0,0.1,0.18,2022-02-12
P000413,S0017,Fashion,Sneakers,0.0,0.1,0.81,2022-02-12
P000403,S0017,Fashion,Sneakers,0.0,0.1,0.96,2022-02-12
P000396,S0017,Fashion,Hat,0.0,0.1,0.22,2022-02-12
P000412,S0017,Fashion,Jacket,0.0,0.1,0.49,2022-02-12
P000397,S0017,Fashion,Sneakers,0.0,0.1,1.19,2022-02-12
P000410,S0017,Fashion,Handbag,0.0,0.1,1.03,2022-02-12
P000404,S0017,Fashion,Handbag,0.0,0.1,1.35,2022-02-12
P000409,S0017,Fashion,Jacket,0.0,0.1,0.5,2022-02-12
P000408,S0017,Fashion,Jeans,0.0,0.1,0.67,2022-02-12
P000406,S0017,Fashion,Scarf,0.0,0.1,0.24,2022-02-12
P000405,S0017,Fashion,Dress,0.0,0.1,0.49,2022-02-12
P000400,S0017,Fashion,Belt,0.0,0.1,0.16,2022-02-12
P000039,S0002,Fashion,Dress,0.0,0.1,0.53,2022-02-12
P000170,S0008,Beauty,Perfume,0.0,0.12,0.41,2022-02-13
P000046,S0002,Fashion,Belt,0.0,0.1,0.13,2022-02-15
P000424,S0018,Groceries,Bread,0.0,0.03,0.35,2022-02-16
P000427,S0018,Groceries,Sugar,0.0,0.03,1.37,2022-02-16
P000422,S0018,Groceries,Coffee,0.0,0.03,1.16,2022-02-16
P000447,S0018,Groceries,Coffee,0.0,0.03,0.68,2022-02-16
P000431,S0018,Groceries,Milk,0.0,0.03,1.53,2022-02-16
P000445,S0018,Groceries,Vegetables,0.0,0.03,0.9,2022-02-16
P000444,S0018,Groceries,Milk,0.0,0.03,1.4,2022-02-16
P000443,S0018,Groceries,Cooking Oil,0.0,0.03,3.22,2022-02-16
P000442,S0018,Groceries,Tea,0.0,0.03,0.81,2022-02-16
P000441,S0018,Groceries,Vegetables,0.0,0.03,0.77,2022-02-16
